Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Note
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,#indicator+name,,,,,,#date+year,#indicator+type,#indicator+value+num,,
SGP,2010-07-01,2010-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2010,2010,,88.530099,X,base year is 2015
SGP,2011-07-01,2011-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2011,2011,,91.231874,X,base year is 2015
SGP,2012-07-01,2012-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2012,2012,,93.720267,X,base year is 2015
SGP,2013-07-01,2013-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2013,2013,,95.966615,X,base year is 2015
SGP,2014-07-01,2014-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2014,2014,,98.693868,X,base year is 2015
SGP,2015-07-01,2015-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2015,2015,,99.476268,X,base year is 2015
SGP,2016-07-01,2016-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2016,2016,,102.241739,X,base year is 2015
SGP,2017-07-01,2017-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2017,2017,,103.705686,X,base year is 2015
SGP,2018-07-01,2018-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2018,2018,,105.268363,X,base year is 2015
SGP,2019-07-01,2019-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2019,2019,,105.812965,X,base year is 2015
SGP,2020-07-01,2020-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2020,2020,,110.041322,X,base year is 2015
SGP,2021-07-01,2021-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2021,2021,,110.798243,X,base year is 2015
SGP,2022-07-01,2022-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2022,2022,,117.504377,X,base year is 2015
SGP,2023-07-01,2023-07-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2023,2023,,122.934467,X,base year is 2015
SGP,2000-08-01,2000-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2000,2000,,71.869618,I,base year is 2015
SGP,2001-08-01,2001-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2001,2001,,72.457376,I,base year is 2015
SGP,2002-08-01,2002-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2002,2002,,72.037472,I,base year is 2015
SGP,2003-08-01,2003-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2003,2003,,72.457376,I,base year is 2015
SGP,2004-08-01,2004-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2004,2004,,73.948270,I,base year is 2015
SGP,2005-08-01,2005-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2005,2005,,72.326882,X,base year is 2015
SGP,2006-08-01,2006-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2006,2006,,73.850279,X,base year is 2015
SGP,2007-08-01,2007-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2007,2007,,77.036144,X,base year is 2015
SGP,2008-08-01,2008-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2008,2008,,85.355912,X,base year is 2015
SGP,2009-08-01,2009-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2009,2009,,85.892020,X,base year is 2015
SGP,2010-08-01,2010-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2010,2010,,88.824162,X,base year is 2015
SGP,2011-08-01,2011-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2011,2011,,91.451625,X,base year is 2015
SGP,2012-08-01,2012-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2012,2012,,93.869952,X,base year is 2015
SGP,2013-08-01,2013-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2013,2013,,96.011202,X,base year is 2015
SGP,2014-08-01,2014-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2014,2014,,98.948652,X,base year is 2015
SGP,2015-08-01,2015-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2015,2015,,99.692834,X,base year is 2015
SGP,2016-08-01,2016-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2016,2016,,101.957229,X,base year is 2015
SGP,2017-08-01,2017-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2017,2017,,103.115436,X,base year is 2015
SGP,2018-08-01,2018-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2018,2018,,104.852216,X,base year is 2015
SGP,2019-08-01,2019-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2019,2019,,106.091104,X,base year is 2015
SGP,2020-08-01,2020-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2020,2020,,109.557232,X,base year is 2015
SGP,2021-08-01,2021-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2021,2021,,111.037103,X,base year is 2015
SGP,2022-08-01,2022-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2022,2022,,118.050040,X,base year is 2015
SGP,2023-08-01,2023-08-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2023,2023,,123.245516,X,base year is 2015
SGP,2000-09-01,2000-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2000,2000,,71.869618,I,base year is 2015
SGP,2001-09-01,2001-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2001,2001,,72.289368,I,base year is 2015
SGP,2002-09-01,2002-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2002,2002,,71.953537,I,base year is 2015
SGP,2003-09-01,2003-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2003,2003,,72.541403,I,base year is 2015
SGP,2004-09-01,2004-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2004,2004,,74.211241,I,base year is 2015
SGP,2005-09-01,2005-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2005,2005,,72.298218,X,base year is 2015
SGP,2006-09-01,2006-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2006,2006,,73.937330,X,base year is 2015
SGP,2007-09-01,2007-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2007,2007,,77.502187,X,base year is 2015
SGP,2008-09-01,2008-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2008,2008,,85.681823,X,base year is 2015
SGP,2009-09-01,2009-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2009,2009,,86.166975,X,base year is 2015
SGP,2010-09-01,2010-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2010,2010,,88.902721,X,base year is 2015
SGP,2011-09-01,2011-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2011,2011,,91.817878,X,base year is 2015
SGP,2012-09-01,2012-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2012,2012,,93.906047,X,base year is 2015
SGP,2013-09-01,2013-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2013,2013,,96.184243,X,base year is 2015
SGP,2014-09-01,2014-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2014,2014,,99.158849,X,base year is 2015
SGP,2015-09-01,2015-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2015,2015,,99.883923,X,base year is 2015
SGP,2016-09-01,2016-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2016,2016,,102.583574,X,base year is 2015
SGP,2017-09-01,2017-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2017,2017,,103.685516,X,base year is 2015
SGP,2018-09-01,2018-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2018,2018,,105.294903,X,base year is 2015
SGP,2019-09-01,2019-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2019,2019,,106.432940,X,base year is 2015
SGP,2020-09-01,2020-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2020,2020,,109.767429,X,base year is 2015
SGP,2021-09-01,2021-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2021,2021,,111.495715,X,base year is 2015
SGP,2022-09-01,2022-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2022,2022,,119.119073,X,base year is 2015
SGP,2023-09-01,2023-09-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2023,2023,,123.278426,X,base year is 2015
SGP,2000-10-01,2000-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2000,2000,,71.953537,I,base year is 2015
SGP,2001-10-01,2001-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2001,2001,,72.121422,I,base year is 2015
SGP,2002-10-01,2002-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2002,2002,,71.953537,I,base year is 2015
SGP,2003-10-01,2003-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2003,2003,,72.457376,I,base year is 2015
SGP,2004-10-01,2004-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2004,2004,,74.123567,I,base year is 2015
SGP,2005-10-01,2005-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2005,2005,,72.707996,X,base year is 2015
SGP,2006-10-01,2006-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2006,2006,,73.913975,X,base year is 2015
SGP,2007-10-01,2007-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2007,2007,,78.029803,X,base year is 2015
SGP,2008-10-01,2008-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2008,2008,,85.723226,X,base year is 2015
SGP,2009-10-01,2009-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2009,2009,,86.461038,X,base year is 2015
SGP,2010-10-01,2010-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2010,2010,,89.118226,X,base year is 2015
SGP,2011-10-01,2011-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2011,2011,,92.215978,X,base year is 2015
SGP,2012-10-01,2012-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2012,2012,,93.986729,X,base year is 2015
SGP,2013-10-01,2013-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2013,2013,,96.414610,X,base year is 2015
SGP,2014-10-01,2014-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2014,2014,,99.357368,X,base year is 2015
SGP,2015-10-01,2015-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2015,2015,,100.237436,X,base year is 2015
SGP,2016-10-01,2016-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2016,2016,,102.381870,X,base year is 2015
SGP,2017-10-01,2017-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2017,2017,,104.051768,X,base year is 2015
SGP,2018-10-01,2018-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2018,2018,,105.330998,X,base year is 2015
SGP,2019-10-01,2019-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2019,2019,,106.765221,X,base year is 2015
SGP,2020-10-01,2020-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2020,2020,,109.403299,X,base year is 2015
SGP,2021-10-01,2021-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2021,2021,,111.681495,X,base year is 2015
SGP,2022-10-01,2022-10-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2022,2022,,119.322900,X,base year is 2015
SGP,2000-11-01,2000-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2000,2000,,72.121422,I,base year is 2015
SGP,2001-11-01,2001-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2001,2001,,71.953537,I,base year is 2015
SGP,2002-11-01,2002-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2002,2002,,72.121422,I,base year is 2015
SGP,2003-11-01,2003-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2003,2003,,72.625445,I,base year is 2015
SGP,2004-11-01,2004-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2004,2004,,74.123567,I,base year is 2015
SGP,2005-11-01,2005-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2005,2005,,72.748337,X,base year is 2015
SGP,2006-11-01,2006-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2006,2006,,74.135850,X,base year is 2015
SGP,2007-11-01,2007-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2007,2007,,79.079726,X,base year is 2015
SGP,2008-11-01,2008-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2008,2008,,86.088416,X,base year is 2015
SGP,2009-11-01,2009-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2009,2009,,86.522611,X,base year is 2015
SGP,2010-11-01,2010-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2010,2010,,89.348593,X,base year is 2015
SGP,2011-11-01,2011-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2011,2011,,92.455900,X,base year is 2015
SGP,2012-11-01,2012-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2012,2012,,94.162954,X,base year is 2015
SGP,2013-11-01,2013-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2013,2013,,96.707612,X,base year is 2015
SGP,2014-11-01,2014-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2014,2014,,99.639754,X,base year is 2015
SGP,2015-11-01,2015-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2015,2015,,100.037855,X,base year is 2015
SGP,2016-11-01,2016-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2016,2016,,102.479537,X,base year is 2015
SGP,2017-11-01,2017-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2017,2017,,104.014612,X,base year is 2015
SGP,2018-11-01,2018-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2018,2018,,105.341614,X,base year is 2015
SGP,2019-11-01,2019-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2019,2019,,106.670738,X,base year is 2015
SGP,2020-11-01,2020-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2020,2020,,109.471242,X,base year is 2015
SGP,2021-11-01,2021-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2021,2021,,112.229281,X,base year is 2015
SGP,2022-11-01,2022-11-30,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2022,2022,,119.774080,X,base year is 2015
SGP,2000-12-01,2000-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2000,2000,,72.483885,X,base year is 2015
SGP,2001-12-01,2001-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2001,2001,,72.837465,X,base year is 2015
SGP,2002-12-01,2002-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2002,2002,,72.837465,X,base year is 2015
SGP,2003-12-01,2003-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2003,2003,,73.279440,X,base year is 2015
SGP,2004-12-01,2004-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2004,2004,,74.782154,X,base year is 2015
SGP,2005-12-01,2005-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2005,2005,,72.971274,X,base year is 2015
SGP,2006-12-01,2006-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2006,2006,,74.563675,X,base year is 2015
SGP,2007-12-01,2007-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2007,2007,,80.469362,X,base year is 2015
SGP,2008-12-01,2008-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2008,2008,,86.290121,X,base year is 2015
SGP,2009-12-01,2009-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2009,2009,,86.415390,X,base year is 2015
SGP,2010-12-01,2010-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2010,2010,,89.295513,X,base year is 2015
SGP,2011-12-01,2011-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2011,2011,,93.076936,X,base year is 2015
SGP,2012-12-01,2012-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2012,2012,,94.557870,X,base year is 2015
SGP,2013-12-01,2013-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2013,2013,,97.267076,X,base year is 2015
SGP,2014-12-01,2014-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2014,2014,,99.835089,X,base year is 2015
SGP,2015-12-01,2015-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2015,2015,,100.285208,X,base year is 2015
SGP,2016-12-01,2016-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2016,2016,,102.729013,X,base year is 2015
SGP,2017-12-01,2017-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2017,2017,,103.984887,X,base year is 2015
SGP,2018-12-01,2018-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2018,2018,,105.377708,X,base year is 2015
SGP,2019-12-01,2019-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2019,2019,,106.840594,X,base year is 2015
SGP,2020-12-01,2020-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2020,2020,,109.299263,X,base year is 2015
SGP,2021-12-01,2021-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2021,2021,,112.531838,X,base year is 2015
SGP,2022-12-01,2022-12-31,200,'702,Singapore,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2022,2022,,120.527817,X,base year is 2015
SGP,2000-01-01,2000-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2000,2000,,74.721389,X,base year is 2015
SGP,2001-01-01,2001-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2001,2001,,76.209863,X,base year is 2015
SGP,2002-01-01,2002-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2002,2002,,75.391203,X,base year is 2015
SGP,2003-01-01,2003-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2003,2003,,76.061016,X,base year is 2015
SGP,2004-01-01,2004-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2004,2004,,76.602807,X,base year is 2015
SGP,2005-01-01,2005-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2005,2005,,76.834937,X,base year is 2015
SGP,2006-01-01,2006-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2006,2006,,78.165740,X,base year is 2015
SGP,2007-01-01,2007-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2007,2007,,77.710013,X,base year is 2015
SGP,2008-01-01,2008-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2008,2008,,82.861444,X,base year is 2015
SGP,2009-01-01,2009-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2009,2009,,86.403179,X,base year is 2015
SGP,2010-01-01,2010-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2010,2010,,86.580013,X,base year is 2015
SGP,2011-01-01,2011-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2011,2011,,91.352514,X,base year is 2015
SGP,2012-01-01,2012-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2012,2012,,95.741032,X,base year is 2015
SGP,2013-01-01,2013-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2013,2013,,99.149383,X,base year is 2015
SGP,2014-01-01,2014-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2014,2014,,100.548899,X,base year is 2015
SGP,2015-01-01,2015-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2015,2015,,100.152791,X,base year is 2015
SGP,2016-01-01,2016-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2016,2016,,99.508104,X,base year is 2015
SGP,2017-01-01,2017-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2017,2017,,100.063868,X,base year is 2015
SGP,2018-01-01,2018-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2018,2018,,100.072963,X,base year is 2015
SGP,2019-01-01,2019-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2019,2019,,100.428652,X,base year is 2015
SGP,2020-01-01,2020-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2020,2020,,101.254215,X,base year is 2015
SGP,2021-01-01,2021-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2021,2021,,101.492688,X,base year is 2015
SGP,2022-01-01,2022-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2022,2022,,105.566947,X,base year is 2015
SGP,2023-01-01,2023-01-31,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2023,2023,,112.564526,X,base year is 2015
SGP,2000-02-01,2000-02-29,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2000,2000,,75.093508,X,base year is 2015
SGP,2001-02-01,2001-02-28,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2001,2001,,76.061016,X,base year is 2015
SGP,2002-02-01,2002-02-28,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2002,2002,,75.614474,X,base year is 2015
SGP,2003-02-01,2003-02-28,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2003,2003,,75.912168,X,base year is 2015
SGP,2004-02-01,2004-02-29,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2004,2004,,77.453949,X,base year is 2015
SGP,2005-02-01,2005-02-28,200,'702,Singapore,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2005,2005,,77.399795,X,base year is 2015
